airline,airline_iata,airline_icao,flight,airport_from,airport_from_iata,airport_from_icao,country_iso2_from,country_from,airport_to,airport_to_iata,airport_to_icao,country_iso2_to,country_to,departure_time,arrival_time,flight_duration,operative_days,operative_days_descr,starting_date,end_date,flight_qualify,is_code_sharing,airline_iata_share,airline_icao_share,airline_share_flight,airline_iata_share2,airline_icao_share2,airline_share_flight2
"RYANAIR","FR","RYR","07042","CAGLIARI","CAG","LIEE","IT","ITALIA","MADRID","MAD","LEMD","ES","SPAGNA","16:15","18:05","","0200060","MARTEDI,SABATO","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","03344","MADRID","MAD","LEMD","ES","SPAGNA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:10","10:00","","1230507","LUNEDI,MARTEDI,MERCOLEDI,VENERDI,DOMENICA","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","03345","CAGLIARI","CAG","LIEE","IT","ITALIA","MADRID","MAD","LEMD","ES","SPAGNA","11:00","12:50","","1234567","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI,SABATO,DOMENICA","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07041","MADRID","MAD","LEMD","ES","SPAGNA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:50","15:40","","0004000","GIOVEDI","01/07/2021","23/09/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","7041A","MADRID","MAD","LEMD","ES","SPAGNA","CAGLIARI","CAG","LIEE","IT","ITALIA","14:40","16:30","","0004000","GIOVEDI","03/06/2021","26/08/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07042","CAGLIARI","CAG","LIEE","IT","ITALIA","MADRID","MAD","LEMD","ES","SPAGNA","16:10","18:00","","0004000","GIOVEDI","01/07/2021","23/09/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","7042A","CAGLIARI","CAG","LIEE","IT","ITALIA","MADRID","MAD","LEMD","ES","SPAGNA","16:55","18:45","","0004000","GIOVEDI","03/06/2021","26/08/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","08531","ALICANTE","ALC","LEAL","ES","SPAGNA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:45","13:45","","0200000","MARTEDI","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","08531","ALICANTE","ALC","LEAL","ES","SPAGNA","CAGLIARI","CAG","LIEE","IT","ITALIA","22:00","23:00","","0000060","SABATO","05/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","8531A","ALICANTE","ALC","LEAL","ES","SPAGNA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:05","09:05","","0200000","MARTEDI","01/06/2021","31/08/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","8531A","ALICANTE","ALC","LEAL","ES","SPAGNA","CAGLIARI","CAG","LIEE","IT","ITALIA","19:50","20:50","","0000060","SABATO","05/06/2021","28/08/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","08532","CAGLIARI","CAG","LIEE","IT","ITALIA","ALICANTE","ALC","LEAL","ES","SPAGNA","14:10","15:10","","0200000","MARTEDI","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","08532","CAGLIARI","CAG","LIEE","IT","ITALIA","ALICANTE","ALC","LEAL","ES","SPAGNA","23:25","00:25","","0000060","SABATO","05/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","8532A","CAGLIARI","CAG","LIEE","IT","ITALIA","ALICANTE","ALC","LEAL","ES","SPAGNA","21:15","22:15","","0000060","SABATO","05/06/2021","28/08/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","02288","CAGLIARI","CAG","LIEE","IT","ITALIA","SIVIGLIA","SVQ","LEZL","ES","SPAGNA","22:20","00:35","","0000500","VENERDI","04/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","08977","BARCELLONA","BCN","LEBL","ES","SPAGNA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:45","08:05","","1000500","LUNEDI,VENERDI","04/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","08978","CAGLIARI","CAG","LIEE","IT","ITALIA","BARCELLONA","BCN","LEBL","ES","SPAGNA","08:30","09:50","","1000500","LUNEDI,VENERDI","04/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","08977","BARCELLONA","BCN","LEBL","ES","SPAGNA","CAGLIARI","CAG","LIEE","IT","ITALIA","21:00","22:20","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","08978","CAGLIARI","CAG","LIEE","IT","ITALIA","BARCELLONA","BCN","LEBL","ES","SPAGNA","22:45","00:05","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","06048","CAGLIARI","CAG","LIEE","IT","ITALIA","BRESLAVIA","WRO","EPWR","PL","POLONIA","10:15","11:55","","1000000","LUNEDI","07/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07305","CRACOVIA","KRK","EPKK","PL","POLONIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:00","14:30","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07304","CAGLIARI","CAG","LIEE","IT","ITALIA","CRACOVIA","KRK","EPKK","PL","POLONIA","14:55","17:25","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07305","CRACOVIA","KRK","EPKK","PL","POLONIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:35","20:05","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07304","CAGLIARI","CAG","LIEE","IT","ITALIA","CRACOVIA","KRK","EPKK","PL","POLONIA","14:50","17:20","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04568","VARSAVIA MODLIN","WMI","EPMO","PL","POLONIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:45","20:20","","0000060","SABATO","05/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04569","CAGLIARI","CAG","LIEE","IT","ITALIA","VARSAVIA MODLIN","WMI","EPMO","PL","POLONIA","20:55","23:30","","0000060","SABATO","05/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04568","VARSAVIA MODLIN","WMI","EPMO","PL","POLONIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:05","08:40","","0030000","MERCOLEDI","05/05/2021","12/05/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04568","VARSAVIA MODLIN","WMI","EPMO","PL","POLONIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:05","08:40","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04569","CAGLIARI","CAG","LIEE","IT","ITALIA","VARSAVIA MODLIN","WMI","EPMO","PL","POLONIA","09:05","11:40","","0030000","MERCOLEDI","05/05/2021","12/05/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04569","CAGLIARI","CAG","LIEE","IT","ITALIA","VARSAVIA MODLIN","WMI","EPMO","PL","POLONIA","09:05","11:40","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04568","VARSAVIA MODLIN","WMI","EPMO","PL","POLONIA","CAGLIARI","CAG","LIEE","IT","ITALIA","16:00","18:35","","0030000","MERCOLEDI","19/05/2021","26/05/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04569","CAGLIARI","CAG","LIEE","IT","ITALIA","VARSAVIA MODLIN","WMI","EPMO","PL","POLONIA","19:00","21:35","","0030000","MERCOLEDI","19/05/2021","26/05/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04568","VARSAVIA MODLIN","WMI","EPMO","PL","POLONIA","CAGLIARI","CAG","LIEE","IT","ITALIA","19:00","21:35","","0000060","SABATO","22/05/2021","29/05/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04569","CAGLIARI","CAG","LIEE","IT","ITALIA","VARSAVIA MODLIN","WMI","EPMO","PL","POLONIA","22:10","00:45","","0000060","SABATO","22/05/2021","29/05/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","05248","BUDAPEST","BUD","LHBP","HU","UNGHERIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:25","16:20","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","05249","CAGLIARI","CAG","LIEE","IT","ITALIA","BUDAPEST","BUD","LHBP","HU","UNGHERIA","16:45","17:40","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","05248","BUDAPEST","BUD","LHBP","HU","UNGHERIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:15","09:10","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","05249","CAGLIARI","CAG","LIEE","IT","ITALIA","BUDAPEST","BUD","LHBP","HU","UNGHERIA","09:35","10:30","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","05061","CAGLIARI","CAG","LIEE","IT","ITALIA","DUBLINO","DUB","EIDW","IE","IRLANDA","10:50","11:05","","0200000","MARTEDI","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","05060","DUBLINO","DUB","EIDW","IE","IRLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:10","10:25","","0200000","MARTEDI","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","05060","DUBLINO","DUB","EIDW","IE","IRLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","07:05","11:20","","0000060","SABATO","05/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","05061","CAGLIARI","CAG","LIEE","IT","ITALIA","DUBLINO","DUB","EIDW","IE","IRLANDA","12:00","12:15","","0000060","SABATO","05/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00146","CAGLIARI","CAG","LIEE","IT","ITALIA","DUBLINO","DUB","EIDW","IE","IRLANDA","08:00","08:15","","0004060","GIOVEDI,SABATO","03/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00145","DUBLINO","DUB","EIDW","IE","IRLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","04:00","08:15","","0004000","GIOVEDI","03/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","09157","MALTA","MLA","LMML","MT","MALTA","CAGLIARI","CAG","LIEE","IT","ITALIA","20:35","22:35","","0030000","MERCOLEDI","07/07/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","09157","MALTA","MLA","LMML","MT","MALTA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:20","19:20","","0000007","DOMENICA","04/07/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","09158","CAGLIARI","CAG","LIEE","IT","ITALIA","MALTA","MLA","LMML","MT","MALTA","19:45","19:45","","0000007","DOMENICA","04/07/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","09158","CAGLIARI","CAG","LIEE","IT","ITALIA","MALTA","MLA","LMML","MT","MALTA","23:00","23:00","","0030000","MERCOLEDI","07/07/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07387","VIENNA","VIE","LOWW","AT","AUSTRIA","CAGLIARI","CAG","LIEE","IT","ITALIA","07:10","09:15","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07388","CAGLIARI","CAG","LIEE","IT","ITALIA","VIENNA","VIE","LOWW","AT","AUSTRIA","09:40","11:45","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04491","VIENNA","VIE","LOWW","AT","AUSTRIA","CAGLIARI","CAG","LIEE","IT","ITALIA","18:55","21:00","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04491","VIENNA","VIE","LOWW","AT","AUSTRIA","CAGLIARI","CAG","LIEE","IT","ITALIA","07:35","09:40","","0200000","MARTEDI","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07387","VIENNA","VIE","LOWW","AT","AUSTRIA","CAGLIARI","CAG","LIEE","IT","ITALIA","07:05","09:10","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04491","VIENNA","VIE","LOWW","AT","AUSTRIA","CAGLIARI","CAG","LIEE","IT","ITALIA","18:35","20:40","","0004000","GIOVEDI","03/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04492","CAGLIARI","CAG","LIEE","IT","ITALIA","VIENNA","VIE","LOWW","AT","AUSTRIA","21:35","23:40","","0004000","GIOVEDI","03/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07388","CAGLIARI","CAG","LIEE","IT","ITALIA","VIENNA","VIE","LOWW","AT","AUSTRIA","08:55","11:00","","0200000","MARTEDI","06/07/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07388","CAGLIARI","CAG","LIEE","IT","ITALIA","VIENNA","VIE","LOWW","AT","AUSTRIA","09:35","11:40","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","07387","VIENNA","VIE","LOWW","AT","AUSTRIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:25","08:30","","0200000","MARTEDI","06/07/2021","30/10/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01567","AMSTERDAM","AMS","EHAM","NL","OLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:35","16:00","","0000007","DOMENICA","04/07/2021","29/08/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01568","CAGLIARI","CAG","LIEE","IT","ITALIA","AMSTERDAM","AMS","EHAM","NL","OLANDA","16:45","20:10","","0000007","DOMENICA","04/07/2021","29/08/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01567","AMSTERDAM","AMS","EHAM","NL","OLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:55","16:20","","1234500","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI","05/07/2021","27/08/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01568","CAGLIARI","CAG","LIEE","IT","ITALIA","AMSTERDAM","AMS","EHAM","NL","OLANDA","17:00","20:25","","1234500","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI","05/07/2021","27/08/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01569","AMSTERDAM","AMS","EHAM","NL","OLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:55","16:20","","0000060","SABATO","24/04/2021","26/06/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01569","AMSTERDAM","AMS","EHAM","NL","OLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:55","16:20","","0000060","SABATO","04/09/2021","30/10/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01570","CAGLIARI","CAG","LIEE","IT","ITALIA","AMSTERDAM","AMS","EHAM","NL","OLANDA","17:00","20:25","","0000060","SABATO","24/04/2021","26/06/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01570","CAGLIARI","CAG","LIEE","IT","ITALIA","AMSTERDAM","AMS","EHAM","NL","OLANDA","17:00","20:25","","0000060","SABATO","04/09/2021","30/10/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01569","AMSTERDAM","AMS","EHAM","NL","OLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:50","16:15","","0000060","SABATO","03/07/2021","28/08/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01570","CAGLIARI","CAG","LIEE","IT","ITALIA","AMSTERDAM","AMS","EHAM","NL","OLANDA","16:45","20:10","","0000060","SABATO","03/07/2021","28/08/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01569","AMSTERDAM","AMS","EHAM","NL","OLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:10","16:35","","0000007","DOMENICA","05/09/2021","30/10/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01569","AMSTERDAM","AMS","EHAM","NL","OLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:10","16:35","","0000007","DOMENICA","25/04/2021","25/04/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01569","AMSTERDAM","AMS","EHAM","NL","OLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:10","16:35","","0000007","DOMENICA","16/05/2021","23/05/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01569","AMSTERDAM","AMS","EHAM","NL","OLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:10","16:35","","0000007","DOMENICA","27/06/2021","27/06/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01569","AMSTERDAM","AMS","EHAM","NL","OLANDA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:10","16:35","","0000007","DOMENICA","30/05/2021","20/06/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01570","CAGLIARI","CAG","LIEE","IT","ITALIA","AMSTERDAM","AMS","EHAM","NL","OLANDA","17:20","20:45","","0000007","DOMENICA","05/09/2021","30/10/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01570","CAGLIARI","CAG","LIEE","IT","ITALIA","AMSTERDAM","AMS","EHAM","NL","OLANDA","17:20","20:45","","0000007","DOMENICA","25/04/2021","25/04/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01570","CAGLIARI","CAG","LIEE","IT","ITALIA","AMSTERDAM","AMS","EHAM","NL","OLANDA","17:20","20:45","","0000007","DOMENICA","16/05/2021","23/05/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01570","CAGLIARI","CAG","LIEE","IT","ITALIA","AMSTERDAM","AMS","EHAM","NL","OLANDA","17:20","20:45","","0000007","DOMENICA","27/06/2021","27/06/2021","LINEA","0","","","","","",""
"KLM","KL","KLM","01570","CAGLIARI","CAG","LIEE","IT","ITALIA","AMSTERDAM","AMS","EHAM","NL","OLANDA","17:20","20:45","","0000007","DOMENICA","30/05/2021","20/06/2021","LINEA","0","","","","","",""
"LUXAIR","LG","LGL","00533","LUSSEMBURGO","LUX","ELLX","LU","LUSSEMBURGO","CAGLIARI","CAG","LIEE","IT","ITALIA","11:15","14:45","","0004000","GIOVEDI","13/05/2021","07/10/2021","LINEA","0","","","","","",""
"LUXAIR","LG","LGL","00534","CAGLIARI","CAG","LIEE","IT","ITALIA","LUSSEMBURGO","LUX","ELLX","LU","LUSSEMBURGO","15:30","17:00","","0004000","GIOVEDI","13/05/2021","07/10/2021","LINEA","0","","","","","",""
"LUXAIR","LG","LGL","00535","LUSSEMBURGO","LUX","ELLX","LU","LUSSEMBURGO","CAGLIARI","CAG","LIEE","IT","ITALIA","05:50","09:20","","0000007","DOMENICA","09/05/2021","10/10/2021","LINEA","0","","","","","",""
"LUXAIR","LG","LGL","00536","CAGLIARI","CAG","LIEE","IT","ITALIA","LUSSEMBURGO","LUX","ELLX","LU","LUSSEMBURGO","10:05","11:35","","0000007","DOMENICA","16/05/2021","10/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","01918","MONACO","MUC","EDDM","DE","GERMANIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:40","16:40","","0000060","SABATO","30/10/2021","30/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","01919","CAGLIARI","CAG","LIEE","IT","ITALIA","MONACO","MUC","EDDM","DE","GERMANIA","17:30","20:30","","0000060","SABATO","30/10/2021","30/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","01918","MONACO","MUC","EDDM","DE","GERMANIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:40","17:40","","0000067","SABATO,DOMENICA","05/06/2021","24/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","01918","MONACO","MUC","EDDM","DE","GERMANIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:40","17:40","","0000067","SABATO,DOMENICA","22/05/2021","30/05/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","01918","MONACO","MUC","EDDM","DE","GERMANIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:40","17:40","","0004000","GIOVEDI","03/06/2021","30/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","01919","CAGLIARI","CAG","LIEE","IT","ITALIA","MONACO","MUC","EDDM","DE","GERMANIA","18:30","20:30","","0000067","SABATO,DOMENICA","05/06/2021","24/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","01919","CAGLIARI","CAG","LIEE","IT","ITALIA","MONACO","MUC","EDDM","DE","GERMANIA","18:30","20:30","","0000067","SABATO,DOMENICA","22/05/2021","30/05/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","01919","CAGLIARI","CAG","LIEE","IT","ITALIA","MONACO","MUC","EDDM","DE","GERMANIA","18:30","20:30","","0004000","GIOVEDI","03/06/2021","30/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","00340","FRANCOFORTE","FRA","EDDF","DE","GERMANIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:35","17:45","","0004000","GIOVEDI","23/05/2021","30/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","00340","FRANCOFORTE","FRA","EDDF","DE","GERMANIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:35","17:45","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","00340","FRANCOFORTE","FRA","EDDF","DE","GERMANIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:35","17:45","","0004000","GIOVEDI","20/05/2021","20/05/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","00341","CAGLIARI","CAG","LIEE","IT","ITALIA","FRANCOFORTE","FRA","EDDF","DE","GERMANIA","18:35","20:45","","0004000","GIOVEDI","23/05/2021","30/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","00341","CAGLIARI","CAG","LIEE","IT","ITALIA","FRANCOFORTE","FRA","EDDF","DE","GERMANIA","18:35","20:45","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","00341","CAGLIARI","CAG","LIEE","IT","ITALIA","FRANCOFORTE","FRA","EDDF","DE","GERMANIA","18:35","20:45","","0004000","GIOVEDI","20/05/2021","20/05/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","00340","FRANCOFORTE","FRA","EDDF","DE","GERMANIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:35","10:45","","0000060","SABATO","05/06/2021","30/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","00340","FRANCOFORTE","FRA","EDDF","DE","GERMANIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:35","10:45","","0000060","SABATO","22/05/2021","29/05/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","00341","CAGLIARI","CAG","LIEE","IT","ITALIA","FRANCOFORTE","FRA","EDDF","DE","GERMANIA","11:35","13:45","","0000060","SABATO","05/06/2021","30/10/2021","LINEA","0","","","","","",""
"LUFTHANSA","LH","DLH","00341","CAGLIARI","CAG","LIEE","IT","ITALIA","FRANCOFORTE","FRA","EDDF","DE","GERMANIA","11:35","13:45","","0000060","SABATO","22/05/2021","29/05/2021","LINEA","0","","","","","",""
"AUSTRIAN AIRLINES","OS","AUA","09423","VIENNA","VIE","LOWW","AT","AUSTRIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:25","11:30","","0000007","DOMENICA","06/06/2021","26/09/2021","LINEA","0","","","","","",""
"AUSTRIAN AIRLINES","OS","AUA","09424","CAGLIARI","CAG","LIEE","IT","ITALIA","VIENNA","VIE","LOWW","AT","AUSTRIA","12:20","14:25","","0000007","DOMENICA","06/06/2021","26/09/2021","LINEA","0","","","","","",""
"AUSTRIAN AIRLINES","OS","AUA","09423","VIENNA","VIE","LOWW","AT","AUSTRIA","CAGLIARI","CAG","LIEE","IT","ITALIA","07:15","09:20","","0000500","VENERDI","04/06/2021","24/09/2021","LINEA","0","","","","","",""
"AUSTRIAN AIRLINES","OS","AUA","09424","CAGLIARI","CAG","LIEE","IT","ITALIA","VIENNA","VIE","LOWW","AT","AUSTRIA","10:05","12:10","","0000500","VENERDI","04/06/2021","24/09/2021","LINEA","0","","","","","",""
"NEOS","NO","NOS","03680","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:10","14:30","","0030000","MERCOLEDI","14/07/2021","08/09/2021","LINEA","0","","","","","",""
"NEOS","NO","NOS","03681","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","15:20","16:40","","0030000","MERCOLEDI","14/07/2021","08/09/2021","LINEA","0","","","","","",""
"NEOS","NO","NOS","06974","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","11:25","12:45","","0000060","SABATO","29/05/2021","25/09/2021","LINEA","0","","","","","",""
"NEOS","NO","NOS","06975","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","13:35","14:55","","0000060","SABATO","29/05/2021","25/09/2021","LINEA","0","","","","","",""
"NEOS","NO","NOS","07949","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","14:30","15:50","","0000007","DOMENICA","20/06/2021","12/09/2021","LINEA","0","","","","","",""
"NEOS","NO","NOS","07948","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","07:00","08:20","","0000007","DOMENICA","13/06/2021","19/09/2021","LINEA","0","","","","","",""
"NEOS","NO","NOS","07949","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","09:10","10:30","","0000007","DOMENICA","13/06/2021","13/06/2021","LINEA","0","","","","","",""
"NEOS","NO","NOS","07949","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","09:10","10:30","","0000007","DOMENICA","19/09/2021","19/09/2021","LINEA","0","","","","","",""
"NEOS","NO","NOS","09948","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:40","14:00","","0000007","DOMENICA","13/06/2021","12/09/2021","LINEA","0","","","","","",""
"NEOS","NO","NOS","09949","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","14:50","16:10","","0000007","DOMENICA","13/06/2021","12/09/2021","LINEA","0","","","","","",""
"NEOS","NO","NOS","06944","MILANO MALPENSA","MXP","LIMC","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","07:15","08:30","","0000060","SABATO","12/06/2021","25/09/2021","LINEA","0","","","","","",""
